REGION_NAME	CHROMOSOME	START	STOP	LENGTH	BASES_PROBE_COVERAGE	FRAC_PROBE_COVERAGE	BASES_ESTIMATED_COVERAGE	FRAC_ESTIMATED_COVERAGE	BASES_W_NO_PROBE_COV	BASES_W_NO_PROBE_COV_DUE_TO_N	BASES_W_NO_PROBE_COV_DUE_TO_REPEATS	BASES_W_NO_EST_COV	BASES_W_NO_EST_COV_DUE_TO_N	BASES_W_NO_EST_COV_DUE_TO_REPEATS
chrA10:16704962-16705274	chrA10	16704962	16705274	312	  312	1.000	  312	1.000	0	0	0	0	0	0
chrA10:16705360-16706063	chrA10	16705360	16706063	703	  703	1.000	  703	1.000	0	0	0	0	0	0
chrA10:16706404-16706574	chrA10	16706404	16706574	170	  170	1.000	  170	1.000	0	0	0	0	0	0
chrA10:16707649-16708510	chrA10	16707649	16708510	861	  840	0.976	  861	1.000	21	0	0	0	0	0
chrA10:16708596-16708739	chrA10	16708596	16708739	143	  143	1.000	  143	1.000	0	0	0	0	0	0
chrA10:16709384-16710811	chrA10	16709384	16710811	1427	 1392	0.975	 1427	1.000	35	0	0	0	0	0
chrA10:16767409-16767618	chrA10	16767409	16767618	209	  209	1.000	  209	1.000	0	0	0	0	0	0
chrA10:16767890-16767951	chrA10	16767871	16767971	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA10:16768118-16768158	chrA10	16768088	16768188	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA10:16768251-16768474	chrA10	16768251	16768474	223	  223	1.000	  223	1.000	0	0	0	0	0	0
chrA10:16953264-16953532	chrA10	16953264	16953532	268	  268	1.000	  268	1.000	0	0	0	0	0	0
chrA10:16953569-16953656	chrA10	16953563	16953663	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA10:16953732-16954648	chrA10	16953732	16954648	916	  916	1.000	  916	1.000	0	0	0	0	0	0
chrA10:16954952-16956425	chrA10	16954952	16956425	1473	 1473	1.000	 1473	1.000	0	0	0	0	0	0
chrA10:16956506-16956691	chrA10	16956506	16956691	185	  185	1.000	  185	1.000	0	0	0	0	0	0
chrA10:16956776-16956988	chrA10	16956776	16956988	212	  212	1.000	  212	1.000	0	0	0	0	0	0
chrA10:16957082-16957192	chrA10	16957082	16957192	110	  110	1.000	  110	1.000	0	0	0	0	0	0
chrA10:16957282-16957368	chrA10	16957275	16957375	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA10:16957473-16957724	chrA10	16957473	16957724	251	  251	1.000	  251	1.000	0	0	0	0	0	0
chrAnn_random:428143-428413	chrAnn_random	428143	428413	270	  214	0.793	  270	1.000	56	0	0	0	0	0
chrAnn_random:428494-428855	chrAnn_random	428494	428855	361	  317	0.878	  361	1.000	44	0	0	0	0	0
chrAnn_random:428944-429180	chrAnn_random	428944	429180	236	  227	0.962	  236	1.000	9	0	0	0	0	0
chrAnn_random:429253-429465	chrAnn_random	429253	429465	212	  212	1.000	  212	1.000	0	0	0	0	0	0
chrAnn_random:609805-610031	chrAnn_random	609805	610031	226	  226	1.000	  226	1.000	0	0	0	0	0	0
chrAnn_random:610127-610167	chrAnn_random	610097	610197	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:610390-610451	chrAnn_random	610371	610471	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:610716-610925	chrAnn_random	610716	610925	209	  209	1.000	  209	1.000	0	0	0	0	0	0
chrAnn_random:642097-643521	chrAnn_random	642097	643521	1424	 1369	0.961	 1424	1.000	55	0	0	0	0	0
chrAnn_random:644033-644176	chrAnn_random	644033	644176	143	  143	1.000	  143	1.000	0	0	0	0	0	0
chrAnn_random:644262-645113	chrAnn_random	644262	645113	851	  851	1.000	  851	1.000	0	0	0	0	0	0
chrAnn_random:763125-763709	chrAnn_random	763125	763709	584	  584	1.000	  584	1.000	0	0	0	0	0	0
chrAnn_random:763781-764131	chrAnn_random	763781	764131	350	  325	0.929	  350	1.000	25	0	0	0	0	0
chrAnn_random:764228-764430	chrAnn_random	764228	764430	202	  197	0.975	  202	1.000	5	0	0	0	0	0
chrAnn_random:764592-764853	chrAnn_random	764592	764853	261	  261	1.000	  261	1.000	0	0	0	0	0	0
chrAnn_random:764981-765193	chrAnn_random	764981	765193	212	  180	0.849	  212	1.000	32	0	0	0	0	0
chrAnn_random:765280-765405	chrAnn_random	765280	765405	125	  105	0.840	  125	1.000	20	0	0	0	0	0
chrAnn_random:765488-765625	chrAnn_random	765488	765625	137	  137	1.000	  137	1.000	0	0	0	0	0	0
chrAnn_random:765707-766052	chrAnn_random	765707	766052	345	  345	1.000	  345	1.000	0	0	0	0	0	0
chrAnn_random:766153-766419	chrAnn_random	766153	766419	266	  266	1.000	  266	1.000	0	0	0	0	0	0
chrAnn_random:766531-766711	chrAnn_random	766531	766711	180	  180	1.000	  180	1.000	0	0	0	0	0	0
chrAnn_random:766805-766907	chrAnn_random	766805	766907	102	  102	1.000	  102	1.000	0	0	0	0	0	0
chrAnn_random:766976-767181	chrAnn_random	766976	767181	205	  205	1.000	  205	1.000	0	0	0	0	0	0
chrAnn_random:767270-767465	chrAnn_random	767270	767465	195	  195	1.000	  195	1.000	0	0	0	0	0	0
chrAnn_random:767611-767634	chrAnn_random	767573	767673	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:878084-878173	chrAnn_random	878079	878179	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:878266-878501	chrAnn_random	878266	878501	235	  235	1.000	  235	1.000	0	0	0	0	0	0
chrAnn_random:878590-878695	chrAnn_random	878590	878695	105	  105	1.000	  105	1.000	0	0	0	0	0	0
chrAnn_random:878779-878865	chrAnn_random	878772	878872	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:878936-878959	chrAnn_random	878898	878998	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:3805352-3805840	chrAnn_random	3805352	3805840	488	  488	1.000	  488	1.000	0	0	0	0	0	0
chrAnn_random:6730874-6730979	chrAnn_random	6730874	6730979	105	  105	1.000	  105	1.000	0	0	0	0	0	0
chrAnn_random:6731090-6731193	chrAnn_random	6731090	6731193	103	  103	1.000	  103	1.000	0	0	0	0	0	0
chrAnn_random:6732058-6732099	chrAnn_random	6732029	6732129	100	   96	0.960	  100	1.000	4	0	0	0	0	0
chrAnn_random:6732183-6732224	chrAnn_random	6732154	6732254	100	   91	0.910	  100	1.000	9	0	0	0	0	0
chrAnn_random:6732355-6732454	chrAnn_random	6732355	6732455	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:6732932-6732996	chrAnn_random	6732914	6733014	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:6733108-6733186	chrAnn_random	6733097	6733197	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:6734048-6734232	chrAnn_random	6734048	6734232	184	  114	0.620	  184	1.000	70	0	0	0	0	0
chrAnn_random:8053868-8054495	chrAnn_random	8053868	8054495	627	  627	1.000	  627	1.000	0	0	0	0	0	0
chrAnn_random:8054572-8054734	chrAnn_random	8054572	8054734	162	  162	1.000	  162	1.000	0	0	0	0	0	0
chrAnn_random:8054942-8054990	chrAnn_random	8054916	8055016	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:8055278-8055391	chrAnn_random	8055278	8055391	113	  113	1.000	  113	1.000	0	0	0	0	0	0
chrAnn_random:8056085-8056897	chrAnn_random	8056085	8056897	812	  812	1.000	  812	1.000	0	0	0	0	0	0
chrAnn_random:8056992-8057087	chrAnn_random	8056990	8057090	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:8057324-8058116	chrAnn_random	8057324	8058116	792	  792	1.000	  792	1.000	0	0	0	0	0	0
chrAnn_random:8058201-8058310	chrAnn_random	8058201	8058310	109	  109	1.000	  109	1.000	0	0	0	0	0	0
chrAnn_random:8918063-8918711	chrAnn_random	8918063	8918711	648	  642	0.991	  648	1.000	6	0	0	0	0	0
chrAnn_random:8918845-8918903	chrAnn_random	8918824	8918924	100	   91	0.910	  100	1.000	9	0	0	0	0	0
chrAnn_random:8919020-8919091	chrAnn_random	8919006	8919106	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:9579973-9580314	chrAnn_random	9579973	9580314	341	  341	1.000	  341	1.000	0	0	0	0	0	0
chrAnn_random:9580459-9583389	chrAnn_random	9580459	9583389	2930	 2930	1.000	 2930	1.000	0	0	0	0	0	0
chrAnn_random:12084365-12084650	chrAnn_random	12084365	12084650	285	  285	1.000	  285	1.000	0	0	0	0	0	0
chrAnn_random:12084933-12085308	chrAnn_random	12084933	12085308	375	  375	1.000	  375	1.000	0	0	0	0	0	0
chrAnn_random:12085333-12086265	chrAnn_random	12085333	12086265	932	  927	0.995	  932	1.000	5	0	0	0	0	0
chrAnn_random:12087114-12087132	chrAnn_random	12087073	12087173	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:13160869-13161276	chrAnn_random	13160869	13161276	407	  407	1.000	  407	1.000	0	0	0	0	0	0
chrAnn_random:13539642-13539782	chrAnn_random	13539642	13539782	140	  140	1.000	  140	1.000	0	0	0	0	0	0
chrAnn_random:13539877-13540096	chrAnn_random	13539877	13540096	219	  219	1.000	  219	1.000	0	0	0	0	0	0
chrAnn_random:13540186-13540220	chrAnn_random	13540153	13540253	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:13540314-13540358	chrAnn_random	13540286	13540386	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:13540450-13540577	chrAnn_random	13540450	13540577	127	  127	1.000	  127	1.000	0	0	0	0	0	0
chrAnn_random:13540652-13540760	chrAnn_random	13540652	13540760	108	  108	1.000	  108	1.000	0	0	0	0	0	0
chrAnn_random:13540834-13540884	chrAnn_random	13540809	13540909	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:16921780-16922049	chrAnn_random	16921780	16922049	269	  269	1.000	  269	1.000	0	0	0	0	0	0
chrAnn_random:16922232-16922257	chrAnn_random	16922195	16922295	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:16922346-16922432	chrAnn_random	16922339	16922439	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:16922506-16923138	chrAnn_random	16922506	16923138	632	  632	1.000	  632	1.000	0	0	0	0	0	0
chrAnn_random:16923216-16923276	chrAnn_random	16923196	16923296	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:16923379-16923426	chrAnn_random	16923353	16923453	100	   93	0.930	  100	1.000	7	0	0	0	0	0
chrAnn_random:23592741-23593106	chrAnn_random	23592741	23593106	365	  314	0.860	  365	1.000	51	0	0	0	0	0
chrAnn_random:23593152-23593463	chrAnn_random	23593152	23593463	311	  311	1.000	  311	1.000	0	0	0	0	0	0
chrAnn_random:27521467-27521553	chrAnn_random	27521460	27521560	100	   83	0.830	  100	1.000	17	0	0	0	0	0
chrAnn_random:27522280-27522615	chrAnn_random	27522280	27522615	335	  290	0.866	  335	1.000	45	0	0	0	0	0
chrAnn_random:27523004-27523120	chrAnn_random	27523004	27523120	116	  116	1.000	  116	1.000	0	0	0	0	0	0
chrAnn_random:27523213-27523545	chrAnn_random	27523213	27523545	332	  329	0.991	  332	1.000	3	0	0	0	0	0
chrAnn_random:30161425-30162159	chrAnn_random	30161425	30162159	734	  734	1.000	  734	1.000	0	0	0	0	0	0
chrAnn_random:30162406-30163155	chrAnn_random	30162406	30163155	749	  749	1.000	  749	1.000	0	0	0	0	0	0
chrAnn_random:30163227-30163544	chrAnn_random	30163227	30163544	317	  317	1.000	  317	1.000	0	0	0	0	0	0
chrAnn_random:32241389-32241437	chrAnn_random	32241363	32241463	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:32241544-32242235	chrAnn_random	32241544	32242235	691	  685	0.991	  691	1.000	6	0	0	0	0	0
chrAnn_random:37214974-37215178	chrAnn_random	37214974	37215178	204	    0	0.000	    0	0.000	204	0	0	204	0	0
chrAnn_random:37216413-37216654	chrAnn_random	37216413	37216654	241	  240	0.996	  241	1.000	1	0	0	0	0	0
chrAnn_random:37216753-37216869	chrAnn_random	37216753	37216869	116	  115	0.991	  116	1.000	1	0	0	0	0	0
chrAnn_random:37216971-37217375	chrAnn_random	37216971	37217375	404	  404	1.000	  404	1.000	0	0	0	0	0	0
chrAnn_random:37217470-37217538	chrAnn_random	37217454	37217554	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:42759471-42759919	chrAnn_random	42759471	42759919	448	  448	1.000	  448	1.000	0	0	0	0	0	0
chrAnn_random:42760165-42760213	chrAnn_random	42760139	42760239	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrAnn_random:42760283-42760579	chrAnn_random	42760283	42760579	296	  296	1.000	  296	1.000	0	0	0	0	0	0
chrAnn_random:46963564-46964265	chrAnn_random	46963564	46964265	701	  679	0.969	  701	1.000	22	0	0	0	0	0
chrC01:326264-327253	chrC01	326264	327253	989	  904	0.914	  989	1.000	85	0	0	0	0	0
chrC01:327467-328099	chrC01	327467	328099	632	  482	0.763	  632	1.000	150	0	0	0	0	0
chrC01:808887-809117	chrC01	808887	809117	230	  230	1.000	  230	1.000	0	0	0	0	0	0
chrC01:809175-809864	chrC01	809175	809864	689	  689	1.000	  689	1.000	0	0	0	0	0	0
chrC01:858281-858874	chrC01	858281	858874	593	  592	0.998	  593	1.000	1	0	0	0	0	0
chrC01:872200-872657	chrC01	872200	872657	457	  457	1.000	  457	1.000	0	0	0	0	0	0
chrC01:872766-872791	chrC01	872729	872829	100	   95	0.950	  100	1.000	5	0	0	0	0	0
chrC01:872904-872934	chrC01	872869	872969	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:873031-873118	chrC01	873025	873125	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:873197-873342	chrC01	873197	873342	145	  145	1.000	  145	1.000	0	0	0	0	0	0
chrC01:873434-873478	chrC01	873406	873506	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:873570-873658	chrC01	873564	873664	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:873750-873847	chrC01	873749	873849	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:873931-874020	chrC01	873926	874026	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:874122-874253	chrC01	874122	874253	131	  131	1.000	  131	1.000	0	0	0	0	0	0
chrC01:1447055-1447126	chrC01	1447041	1447141	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:1447292-1447389	chrC01	1447291	1447391	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:1447470-1448112	chrC01	1447470	1448112	642	  642	1.000	  642	1.000	0	0	0	0	0	0
chrC01:1532115-1532189	chrC01	1532102	1532202	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:1532273-1532326	chrC01	1532250	1532350	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:1532400-1532470	chrC01	1532385	1532485	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:1532557-1532750	chrC01	1532557	1532750	193	  193	1.000	  193	1.000	0	0	0	0	0	0
chrC01:1532848-1532868	chrC01	1532808	1532908	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:1532943-1532983	chrC01	1532913	1533013	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:2490371-2490455	chrC01	2490363	2490463	100	   85	0.850	  100	1.000	15	0	0	0	0	0
chrC01:2490630-2490762	chrC01	2490630	2490762	132	  132	1.000	  132	1.000	0	0	0	0	0	0
chrC01:2490862-2490933	chrC01	2490848	2490948	100	   83	0.830	  100	1.000	17	0	0	0	0	0
chrC01:2491017-2491160	chrC01	2491017	2491160	143	  138	0.965	  143	1.000	5	0	0	0	0	0
chrC01:2491249-2491320	chrC01	2491235	2491335	100	   62	0.620	  100	1.000	38	0	0	0	0	0
chrC01:2491399-2491470	chrC01	2491385	2491485	100	   47	0.470	  100	1.000	53	0	0	0	0	0
chrC01:2491548-2491624	chrC01	2491536	2491636	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:2491958-2492089	chrC01	2491958	2492089	131	  131	1.000	  131	1.000	0	0	0	0	0	0
chrC01:2492167-2492508	chrC01	2492167	2492508	341	  266	0.780	  341	1.000	75	0	0	0	0	0
chrC01:2492584-2492978	chrC01	2492584	2492978	394	  394	1.000	  394	1.000	0	0	0	0	0	0
chrC01:2493053-2493376	chrC01	2493053	2493376	323	  230	0.712	  323	1.000	93	0	0	0	0	0
chrC01:3135290-3135433	chrC01	3135290	3135433	143	  123	0.860	  143	1.000	20	0	0	0	0	0
chrC01:3135533-3135739	chrC01	3135533	3135739	206	  187	0.908	  206	1.000	19	0	0	0	0	0
chrC01:3135830-3135946	chrC01	3135830	3135946	116	  101	0.871	  116	1.000	15	0	0	0	0	0
chrC01:3136027-3136182	chrC01	3136027	3136182	155	  155	1.000	  155	1.000	0	0	0	0	0	0
chrC01:3136268-3136417	chrC01	3136268	3136417	149	  142	0.953	  149	1.000	7	0	0	0	0	0
chrC01:3136500-3136609	chrC01	3136500	3136609	109	  104	0.954	  109	1.000	5	0	0	0	0	0
chrC01:3136675-3136792	chrC01	3136675	3136792	117	  117	1.000	  117	1.000	0	0	0	0	0	0
chrC01:3136865-3137113	chrC01	3136865	3137113	248	  243	0.980	  248	1.000	5	0	0	0	0	0
chrC01:3137198-3137404	chrC01	3137198	3137404	206	  206	1.000	  206	1.000	0	0	0	0	0	0
chrC01:3137551-3137871	chrC01	3137551	3137871	320	  266	0.831	  320	1.000	54	0	0	0	0	0
chrC01:3137952-3137998	chrC01	3137925	3138025	100	   76	0.760	  100	1.000	24	0	0	0	0	0
chrC01:3138093-3138168	chrC01	3138081	3138181	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:3138254-3138332	chrC01	3138243	3138343	100	   87	0.870	  100	1.000	13	0	0	0	0	0
chrC01:3138414-3138499	chrC01	3138407	3138507	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:3138584-3138919	chrC01	3138584	3138919	335	  325	0.970	  335	1.000	10	0	0	0	0	0
chrC01:3138987-3139030;chrC01:3139060-3139099	chrC01	3138959	3139130	171	  171	1.000	  171	1.000	0	0	0	0	0	0
chrC01:3139278-3139387	chrC01	3139278	3139387	109	  105	0.963	  109	1.000	4	0	0	0	0	0
chrC01:3139491-3139588	chrC01	3139490	3139590	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:3140362-3140393	chrC01	3140328	3140428	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:3488019-3488312	chrC01	3488019	3488312	293	  272	0.928	  293	1.000	21	0	0	0	0	0
chrC01:3488415-3488531	chrC01	3488415	3488531	116	   76	0.655	  116	1.000	40	0	0	0	0	0
chrC01:3488626-3489030	chrC01	3488626	3489030	404	  384	0.950	  404	1.000	20	0	0	0	0	0
chrC01:3489133-3489195	chrC01	3489114	3489214	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:3489291-3489371	chrC01	3489281	3489381	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:4361947-4362907	chrC01	4361947	4362907	960	  946	0.985	  960	1.000	14	0	0	0	0	0
chrC01:4363252-4364115	chrC01	4363252	4364115	863	  863	1.000	  863	1.000	0	0	0	0	0	0
chrC01:4364146-4364186	chrC01	4364116	4364216	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:5933571-5934347	chrC01	5933571	5934347	776	  757	0.976	  776	1.000	19	0	0	0	0	0
chrC01:5941210-5941478	chrC01	5941210	5941478	268	  255	0.951	  268	1.000	13	0	0	0	0	0
chrC01:5941509-5941923	chrC01	5941509	5941923	414	  399	0.964	  414	1.000	15	0	0	0	0	0
chrC01:6191853-6193613	chrC01	6191853	6193613	1760	 1760	1.000	 1760	1.000	0	0	0	0	0	0
chrC01:7850940-7851368	chrC01	7850940	7851368	428	  428	1.000	  428	1.000	0	0	0	0	0	0
chrC01:7851456-7851575	chrC01	7851456	7851575	119	  119	1.000	  119	1.000	0	0	0	0	0	0
chrC01:7851721-7851837	chrC01	7851721	7851837	116	  116	1.000	  116	1.000	0	0	0	0	0	0
chrC01:7851913-7852064	chrC01	7851913	7852064	151	  151	1.000	  151	1.000	0	0	0	0	0	0
chrC01:7852210-7852877	chrC01	7852210	7852877	667	  667	1.000	  667	1.000	0	0	0	0	0	0
chrC01:7852956-7853150	chrC01	7852956	7853150	194	  194	1.000	  194	1.000	0	0	0	0	0	0
chrC01:7853235-7853468	chrC01	7853235	7853468	233	  233	1.000	  233	1.000	0	0	0	0	0	0
chrC01:7853541-7853998	chrC01	7853541	7853998	457	  457	1.000	  457	1.000	0	0	0	0	0	0
chrC01:7854068-7854157	chrC01	7854063	7854163	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:7854235-7854486	chrC01	7854235	7854486	251	  251	1.000	  251	1.000	0	0	0	0	0	0
chrC01:11035079-11035266	chrC01	11035079	11035266	187	  187	1.000	  187	1.000	0	0	0	0	0	0
chrC01:11035377-11035613	chrC01	11035377	11035613	236	  236	1.000	  236	1.000	0	0	0	0	0	0
chrC01:11035680-11035726	chrC01	11035653	11035753	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11035828-11035946	chrC01	11035828	11035946	118	  118	1.000	  118	1.000	0	0	0	0	0	0
chrC01:11036040-11036200	chrC01	11036040	11036200	160	  160	1.000	  160	1.000	0	0	0	0	0	0
chrC01:11036337-11036446	chrC01	11036337	11036446	109	  109	1.000	  109	1.000	0	0	0	0	0	0
chrC01:11036537-11036636	chrC01	11036537	11036637	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11036741-11036864	chrC01	11036741	11036864	123	  123	1.000	  123	1.000	0	0	0	0	0	0
chrC01:11036972-11037100	chrC01	11036972	11037100	128	  128	1.000	  128	1.000	0	0	0	0	0	0
chrC01:11243041-11243059	chrC01	11243000	11243100	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11243149-11243285	chrC01	11243149	11243285	136	  136	1.000	  136	1.000	0	0	0	0	0	0
chrC01:11243368-11243409	chrC01	11243339	11243439	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11243498-11243539	chrC01	11243469	11243569	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11243658-11243757	chrC01	11243658	11243758	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11244311-11244372	chrC01	11244292	11244392	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11244626-11244707	chrC01	11244617	11244717	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:11245515-11245696	chrC01	11245515	11245696	181	  181	1.000	  181	1.000	0	0	0	0	0	0
chrC01:12587421-12587975	chrC01	12587421	12587975	554	  554	1.000	  554	1.000	0	0	0	0	0	0
chrC01:12588287-12589022	chrC01	12588287	12589022	735	  735	1.000	  735	1.000	0	0	0	0	0	0
chrC01:12589265-12589432	chrC01	12589265	12589432	167	  167	1.000	  167	1.000	0	0	0	0	0	0
chrC01:12589514-12589760	chrC01	12589514	12589760	246	  246	1.000	  246	1.000	0	0	0	0	0	0
chrC01:12589884-12589916	chrC01	12589850	12589950	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:12590110-12590191	chrC01	12590101	12590201	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:12640708-12640986	chrC01	12640708	12640986	278	  278	1.000	  278	1.000	0	0	0	0	0	0
chrC01:12641116-12641487	chrC01	12641116	12641487	371	  371	1.000	  371	1.000	0	0	0	0	0	0
chrC01:12642049-12642480	chrC01	12642049	12642480	431	  431	1.000	  431	1.000	0	0	0	0	0	0
chrC01:13521447-13521899	chrC01	13521447	13521899	452	  452	1.000	  452	1.000	0	0	0	0	0	0
chrC01:13521974-13522242	chrC01	13521974	13522242	268	  268	1.000	  268	1.000	0	0	0	0	0	0
chrC01:13522365-13522545	chrC01	13522365	13522545	180	  180	1.000	  180	1.000	0	0	0	0	0	0
chrC01:15022127-15022237	chrC01	15022127	15022237	110	  110	1.000	  110	1.000	0	0	0	0	0	0
chrC01:15022403-15022458	chrC01	15022381	15022481	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15022537-15022627	chrC01	15022532	15022632	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15022916-15022969	chrC01	15022893	15022993	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15023060-15023175	chrC01	15023060	15023175	115	  115	1.000	  115	1.000	0	0	0	0	0	0
chrC01:15023341-15023471	chrC01	15023341	15023471	130	  130	1.000	  130	1.000	0	0	0	0	0	0
chrC01:15023569-15023723	chrC01	15023569	15023723	154	  154	1.000	  154	1.000	0	0	0	0	0	0
chrC01:15023931-15024014	chrC01	15023923	15024023	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15024120-15024199	chrC01	15024110	15024210	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15024381-15024470	chrC01	15024376	15024476	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15024562-15024952	chrC01	15024562	15024952	390	  390	1.000	  390	1.000	0	0	0	0	0	0
chrC01:15175709-15177064	chrC01	15175709	15177064	1355	 1355	1.000	 1355	1.000	0	0	0	0	0	0
chrC01:15311186-15311642	chrC01	15311186	15311642	456	  456	1.000	  456	1.000	0	0	0	0	0	0
chrC01:15311769-15311839	chrC01	15311754	15311854	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15311971-15312049	chrC01	15311960	15312060	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15313897-15314006	chrC01	15313897	15314006	109	  109	1.000	  109	1.000	0	0	0	0	0	0
chrC01:15314087-15314138	chrC01	15314063	15314163	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15314340-15314407	chrC01	15314324	15314424	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15314758-15314824	chrC01	15314741	15314841	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15314906-15314985	chrC01	15314896	15314996	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15315073-15315137	chrC01	15315055	15315155	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15315348-15315407	chrC01	15315328	15315428	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15315496-15315658	chrC01	15315496	15315658	162	  162	1.000	  162	1.000	0	0	0	0	0	0
chrC01:15315982-15316056	chrC01	15315969	15316069	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15316139-15316597	chrC01	15316139	15316597	458	  458	1.000	  458	1.000	0	0	0	0	0	0
chrC01:15316758-15316937	chrC01	15316758	15316937	179	  179	1.000	  179	1.000	0	0	0	0	0	0
chrC01:15317094-15317270	chrC01	15317094	15317270	176	  176	1.000	  176	1.000	0	0	0	0	0	0
chrC01:15317362-15317394	chrC01	15317328	15317428	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15317589-15317624	chrC01	15317557	15317657	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15317786-15317818	chrC01	15317752	15317852	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:15317972-15318061	chrC01	15317967	15318067	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:16400192-16400199	chrC01	16400146	16400246	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC01:16400290-16400492	chrC01	16400290	16400492	202	  202	1.000	  202	1.000	0	0	0	0	0	0
